,EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,Department_x,StandardHours_x,HourlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,BusinessTravel,Department_y,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours_y,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Age_group,Income_group
532,100527,39,2,4,Technical Degree,Female,Single,No,Research & Development,200,23.0,4553,11,0,Travel_Rarely,Research & Development,2,Healthcare Representative,3,1,3,200,20,4,3,20,7,11,10,No,35-44,4001-6000
533,100528,32,10,3,Marketing,Male,Single,No,Sales,200,27.0,5396,12,0,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,2,2,10,7,0,8,No,25-34,4001-6000
534,100529,50,8,2,Technical Degree,Male,Married,Yes,Sales,200,34.0,6796,14,1,Travel_Frequently,Sales,2,Sales Executive,3,3,3,200,18,4,3,4,3,1,3,Yes,45-54,6001-8000
535,100530,38,1,4,Life Sciences,Female,Single,No,Research & Development,200,38.0,7625,13,0,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,3,200,10,4,2,9,7,1,8,No,35-44,6001-8000
536,100531,27,1,2,Life Sciences,Female,Married,No,Research & Development,200,37.0,7412,11,0,Travel_Rarely,Research & Development,3,Manufacturing Director,1,1,1,200,9,3,3,9,7,0,7,No,25-34,6001-8000
537,100532,32,3,2,Life Sciences,Female,Single,No,Research & Development,200,56.0,11159,15,0,Travel_Rarely,Research & Development,3,Research Director,4,3,3,200,10,6,3,7,7,7,7,No,25-34,8001-12000
538,100533,47,14,4,Marketing,Male,Single,No,Sales,200,25.0,4960,12,0,Travel_Rarely,Sales,2,Sales Executive,1,2,1,200,20,2,3,7,7,1,7,No,45-54,4001-6000
539,100534,40,5,4,Life Sciences,Male,Married,No,Sales,200,52.0,10475,21,1,Travel_Frequently,Sales,3,Sales Executive,1,5,4,200,20,2,3,18,13,1,12,Yes,35-44,8001-12000
540,100535,53,7,3,Life Sciences,Male,Married,No,Research & Development,200,74.0,14814,19,0,Travel_Rarely,Research & Development,4,Research Director,3,3,3,200,32,3,3,5,1,1,3,No,45-54,12001-15000
541,100536,41,10,4,Human Resources,Male,Divorced,No,Human Resources,200,96.0,19141,15,3,Travel_Rarely,Human Resources,5,Manager,4,3,3,200,23,2,2,21,6,12,6,No,35-44,>15000
542,100537,60,16,4,Marketing,Male,Single,No,Sales,200,27.0,5405,14,0,Travel_Rarely,Sales,2,Sales Executive,1,8,2,200,10,1,3,2,2,2,2,No,55-60,4001-6000
543,100538,27,10,2,Life Sciences,Male,Divorced,No,Research & Development,200,44.0,8793,21,2,Travel_Frequently,Research & Development,3,Manufacturing Director,1,1,4,200,9,4,2,9,7,1,7,No,25-34,8001-12000
544,100539,41,1,3,Human Resources,Male,Married,No,Human Resources,200,96.0,19189,12,1,Travel_Rarely,Human Resources,5,Manager,3,1,3,200,22,3,3,22,7,2,10,No,35-44,>15000
545,100540,50,8,4,Marketing,Male,Married,No,Sales,200,19.0,3875,15,1,Travel_Rarely,Sales,1,Sales Representative,2,7,3,200,4,2,3,2,2,2,2,No,45-54,2001-4000
546,100541,28,1,2,Life Sciences,Female,Single,Yes,Research & Development,200,11.0,2216,13,0,Travel_Rarely,Research & Development,1,Research Scientist,2,7,2,200,10,4,3,7,7,3,7,Yes,25-34,2001-4000
547,100542,36,8,3,Life Sciences,Female,Married,No,Research & Development,200,59.0,11713,14,1,Non-Travel,Research & Development,3,Research Director,1,9,3,200,10,2,3,8,7,0,5,No,35-44,8001-12000
548,100543,38,1,3,Life Sciences,Female,Single,No,Research & Development,200,39.0,7861,14,0,Travel_Rarely,Research & Development,3,Manufacturing Director,3,4,3,200,10,4,4,1,0,0,0,Yes,35-44,6001-8000
549,100544,44,24,3,Medical,Male,Single,No,Research & Development,200,19.0,3708,14,0,Non-Travel,Research & Development,1,Laboratory Technician,3,2,3,200,9,5,3,5,2,1,4,No,35-44,2001-4000
550,100545,47,3,3,Medical,Female,Divorced,No,Sales,200,69.0,13770,12,2,Travel_Frequently,Sales,4,Sales Executive,3,9,3,200,28,2,2,22,2,11,13,Yes,45-54,12001-15000
551,100546,30,27,5,Marketing,Male,Divorced,No,Sales,200,27.0,5304,23,1,Travel_Rarely,Sales,2,Sales Executive,4,7,4,200,10,2,2,8,7,7,7,No,25-34,4001-6000
552,100547,29,10,3,Life Sciences,Male,Single,No,Sales,200,13.0,2642,11,0,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,1,6,3,1,0,0,0,No,25-34,2001-4000
553,100548,42,19,3,Medical,Male,Divorced,Yes,Research & Development,200,14.0,2759,12,0,Travel_Frequently,Research & Development,1,Research Scientist,3,6,3,200,7,2,3,2,2,2,2,Yes,35-44,2001-4000
554,100549,43,15,3,Life Sciences,Male,Married,No,Sales,200,34.0,6804,18,1,Travel_Frequently,Sales,2,Sales Executive,4,3,3,200,7,5,3,2,2,2,2,No,35-44,6001-8000
555,100550,34,8,2,Medical,Female,Single,No,Research & Development,200,31.0,6142,11,0,Travel_Rarely,Research & Development,2,Healthcare Representative,3,3,3,200,10,2,3,5,1,4,3,No,25-34,6001-8000
556,100551,23,9,1,Medical,Male,Married,No,Research & Development,200,13.0,2500,14,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,5,2,4,4,3,0,2,No,18-24,2001-4000
557,100552,39,3,3,Human Resources,Female,Married,No,Human Resources,200,32.0,6389,15,1,Travel_Rarely,Human Resources,2,Human Resources,2,9,1,200,12,3,1,8,3,3,6,No,35-44,6001-8000
558,100553,56,9,3,Medical,Male,Married,No,Research & Development,200,56.0,11103,11,0,Travel_Rarely,Research & Development,4,Healthcare Representative,4,7,3,200,30,1,2,10,7,1,1,No,55-60,8001-12000
559,100554,40,2,1,Medical,Female,Single,No,Research & Development,200,12.0,2342,20,0,Travel_Rarely,Research & Development,1,Research Scientist,4,0,4,200,5,2,2,4,2,2,3,Yes,35-44,2001-4000
560,100555,27,7,3,Medical,Female,Single,No,Research & Development,200,34.0,6811,19,0,Travel_Rarely,Research & Development,2,Healthcare Representative,1,8,3,200,9,2,1,7,6,0,7,No,25-34,6001-8000
561,100556,29,10,3,Marketing,Male,Divorced,No,Sales,200,11.0,2297,14,2,Travel_Rarely,Sales,1,Sales Representative,2,1,3,200,2,2,3,2,2,2,2,No,25-34,2001-4000
562,100557,53,6,3,Life Sciences,Male,Single,No,Research & Development,200,12.0,2450,17,0,Travel_Rarely,Research & Development,2,Laboratory Technician,4,2,3,200,19,4,3,2,2,2,2,No,45-54,2001-4000
563,100558,35,2,4,Life Sciences,Female,Divorced,No,Research & Development,200,25.0,5093,11,1,Non-Travel,Research & Development,2,Healthcare Representative,1,2,3,200,16,2,4,1,0,0,0,No,35-44,4001-6000
564,100559,32,24,4,Life Sciences,Male,Married,No,Research & Development,200,27.0,5309,15,2,Travel_Frequently,Research & Development,2,Laboratory Technician,4,1,3,200,10,2,3,10,8,4,7,No,25-34,4001-6000
565,100560,38,2,5,Medical,Male,Married,No,Research & Development,200,15.0,3057,13,1,Travel_Rarely,Research & Development,1,Research Scientist,3,6,3,200,6,0,1,1,0,0,1,Yes,35-44,2001-4000
566,100561,34,8,5,Life Sciences,Female,Divorced,No,Research & Development,200,26.0,5121,14,1,Travel_Rarely,Research & Development,2,Manufacturing Director,1,3,3,200,7,3,3,0,0,0,0,No,25-34,4001-6000
567,100562,52,3,4,Marketing,Male,Married,No,Sales,200,84.0,16856,11,0,Travel_Rarely,Sales,4,Manager,1,1,3,200,34,3,4,34,6,1,16,No,45-54,>15000
568,100563,33,1,4,Other,Male,Single,Yes,Research & Development,200,13.0,2686,13,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,2,2,10,9,7,8,Yes,25-34,2001-4000
569,100564,25,26,1,Medical,Female,Single,No,Sales,200,31.0,6180,23,0,Travel_Rarely,Sales,2,Sales Executive,4,1,4,200,6,5,2,6,5,1,4,No,25-34,6001-8000
570,100565,45,2,2,Technical Degree,Male,Single,No,Sales,200,33.0,6632,13,0,Travel_Rarely,Sales,2,Sales Representative,3,0,3,200,9,3,3,8,7,3,1,No,45-54,6001-8000
571,100566,23,10,1,Medical,Male,Single,No,Research & Development,200,18.0,3505,18,0,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,2,3,3,2,2,0,2,No,18-24,2001-4000
572,100567,47,27,2,Life Sciences,Female,Single,Yes,Sales,200,32.0,6397,12,0,Travel_Frequently,Sales,2,Sales Executive,3,4,3,200,8,2,3,5,4,1,3,Yes,45-54,6001-8000
573,100568,34,2,3,Other,Male,Single,No,Sales,200,31.0,6274,22,0,Travel_Rarely,Sales,2,Sales Executive,4,1,4,200,6,5,3,6,5,1,4,No,25-34,6001-8000
574,100569,55,2,3,Medical,Male,Married,Yes,Research & Development,200,99.0,19859,13,1,Travel_Rarely,Research & Development,5,Manager,1,5,3,200,24,2,3,5,2,1,4,Yes,55-60,>15000
575,100570,36,8,4,Life Sciences,Male,Single,No,Sales,200,38.0,7587,15,0,Non-Travel,Sales,3,Sales Executive,1,1,2,200,10,1,3,10,7,0,9,No,35-44,6001-8000
576,100571,52,19,4,Medical,Male,Married,No,Research & Development,200,21.0,4258,18,1,Non-Travel,Research & Development,1,Research Scientist,4,0,3,200,5,3,3,4,3,1,2,No,45-54,4001-6000
577,100572,26,1,2,Life Sciences,Female,Divorced,No,Research & Development,200,22.0,4364,14,1,Travel_Frequently,Research & Development,1,Laboratory Technician,4,3,3,200,5,2,3,2,2,2,0,No,25-34,4001-6000
578,100573,29,27,3,Medical,Female,Married,No,Research & Development,200,22.0,4335,12,1,Travel_Rarely,Research & Development,2,Healthcare Representative,3,4,3,200,11,3,2,8,7,1,1,No,25-34,4001-6000
579,100574,26,8,3,Technical Degree,Male,Single,Yes,Sales,200,27.0,5326,17,0,Travel_Rarely,Sales,2,Sales Executive,1,6,3,200,6,2,2,4,3,1,2,No,25-34,4001-6000
580,100575,34,1,4,Life Sciences,Female,Single,No,Research & Development,200,16.0,3280,16,0,Travel_Rarely,Research & Development,1,Research Scientist,4,2,3,200,10,2,3,4,2,1,3,No,25-34,2001-4000
581,100576,54,19,4,Medical,Female,Divorced,No,Research & Development,200,27.0,5485,11,2,Travel_Rarely,Research & Development,2,Manufacturing Director,1,9,3,200,9,4,3,5,3,1,4,Yes,45-54,4001-6000
582,100577,27,8,1,Marketing,Male,Married,No,Sales,200,22.0,4342,19,1,Travel_Frequently,Sales,2,Sales Executive,4,0,3,200,5,3,3,4,2,1,1,No,25-34,4001-6000
583,100578,37,10,1,Life Sciences,Female,Divorced,No,Research & Development,200,14.0,2782,13,2,Travel_Rarely,Research & Development,1,Research Scientist,1,0,2,200,6,3,2,5,3,4,3,Yes,35-44,2001-4000
584,100579,38,2,4,Life Sciences,Female,Single,No,Research & Development,200,30.0,5980,12,0,Travel_Frequently,Research & Development,2,Manufacturing Director,1,6,1,200,17,2,3,15,7,4,12,Yes,35-44,4001-6000
585,100580,34,2,4,Medical,Female,Single,No,Research & Development,200,22.0,4381,11,0,Travel_Rarely,Research & Development,1,Research Scientist,1,1,1,200,6,3,3,6,5,1,3,No,25-34,4001-6000
586,100581,35,8,4,Life Sciences,Female,Married,No,Sales,200,13.0,2572,16,1,Travel_Rarely,Sales,1,Sales Representative,4,1,3,200,3,1,2,3,2,0,2,No,35-44,2001-4000
587,100582,30,1,3,Life Sciences,Male,Married,No,Research & Development,200,19.0,3833,21,2,Travel_Rarely,Research & Development,1,Laboratory Technician,3,3,4,200,7,2,3,2,2,0,2,No,25-34,2001-4000
588,100583,40,2,2,Medical,Female,Married,No,Research & Development,200,21.0,4244,24,1,Travel_Frequently,Research & Development,2,Healthcare Representative,2,1,4,200,8,2,3,8,7,3,7,No,35-44,4001-6000
589,100584,34,8,2,Life Sciences,Female,Married,No,Sales,200,33.0,6500,17,1,Travel_Rarely,Sales,2,Sales Executive,1,5,3,200,6,1,3,3,2,1,2,No,25-34,6001-8000
590,100585,42,8,3,Life Sciences,Male,Divorced,No,Research & Development,200,92.0,18430,13,1,Travel_Frequently,Research & Development,5,Manager,4,1,3,200,24,4,2,24,7,14,9,No,35-44,>15000
591,100586,23,6,3,Life Sciences,Male,Married,Yes,Research & Development,200,8.0,1601,21,2,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,4,200,1,2,3,0,0,0,0,Yes,18-24,1000-2000
592,100587,24,9,3,Life Sciences,Male,Divorced,No,Research & Development,200,13.0,2694,11,3,Non-Travel,Research & Development,1,Laboratory Technician,2,1,3,200,1,4,3,1,0,0,0,No,18-24,2001-4000
593,100588,52,11,4,Life Sciences,Female,Married,No,Research & Development,200,16.0,3149,20,1,Travel_Rarely,Research & Development,2,Laboratory Technician,3,8,4,200,9,3,3,5,2,1,4,No,45-54,2001-4000
594,100589,50,2,3,Medical,Male,Married,No,Research & Development,200,88.0,17639,16,0,Travel_Rarely,Research & Development,4,Research Director,3,5,3,200,30,3,3,4,3,0,3,No,45-54,>15000
595,100590,29,1,2,Life Sciences,Female,Married,Yes,Research & Development,200,12.0,2319,11,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,1,3,1,0,0,0,Yes,25-34,2001-4000
596,100591,33,7,3,Medical,Male,Married,No,Research & Development,200,58.0,11691,11,0,Travel_Rarely,Research & Development,3,Research Director,3,0,3,200,14,3,4,13,9,3,7,No,25-34,8001-12000
597,100592,33,16,3,Marketing,Female,Single,Yes,Sales,200,27.0,5324,15,0,Travel_Rarely,Sales,2,Sales Executive,1,5,2,200,6,3,3,3,2,0,2,No,25-34,4001-6000
598,100593,47,2,2,Other,Female,Married,No,Research & Development,200,84.0,16752,11,1,Travel_Rarely,Research & Development,4,Manager,4,1,3,200,26,3,2,26,14,3,0,Yes,45-54,>15000
599,100594,36,1,3,Other,Female,Married,No,Research & Development,200,26.0,5228,15,1,Travel_Rarely,Research & Development,2,Manufacturing Director,2,0,3,200,10,2,3,9,7,0,5,No,35-44,4001-6000
600,100595,29,23,2,Life Sciences,Male,Married,No,Research & Development,200,14.0,2700,24,1,Travel_Rarely,Research & Development,1,Research Scientist,3,1,4,200,10,3,3,10,7,0,7,No,25-34,2001-4000
601,100596,58,2,4,Life Sciences,Male,Single,Yes,Research & Development,200,96.0,19246,12,0,Travel_Rarely,Research & Development,5,Research Director,2,7,3,200,40,2,3,31,15,13,8,Yes,55-60,>15000
602,100597,35,1,4,Life Sciences,Female,Single,No,Research & Development,200,13.0,2506,13,0,Travel_Rarely,Research & Development,1,Research Scientist,3,3,3,200,7,0,3,2,2,2,2,No,35-44,2001-4000
603,100598,42,1,2,Life Sciences,Female,Married,No,Research & Development,200,30.0,6062,13,1,Travel_Rarely,Research & Development,2,Manufacturing Director,4,9,3,200,8,4,3,4,3,0,2,Yes,35-44,6001-8000
604,100599,28,2,4,Medical,Male,Single,Yes,Research & Development,200,22.0,4382,17,0,Travel_Rarely,Research & Development,1,Research Scientist,3,6,3,200,5,3,2,2,2,2,1,No,25-34,4001-6000
605,100600,36,13,3,Human Resources,Male,Married,No,Human Resources,200,11.0,2143,13,1,Travel_Rarely,Human Resources,1,Human Resources,2,4,3,200,8,2,3,5,2,0,4,No,35-44,2001-4000
606,100601,32,4,3,Life Sciences,Female,Married,No,Research & Development,200,31.0,6162,12,1,Travel_Rarely,Research & Development,2,Manufacturing Director,3,1,3,200,14,3,3,14,13,6,8,No,25-34,6001-8000
607,100602,40,16,4,Medical,Male,Single,No,Research & Development,200,25.0,5094,14,0,Travel_Frequently,Research & Development,2,Laboratory Technician,3,6,3,200,10,6,3,1,0,0,0,No,35-44,4001-6000
608,100603,30,2,3,Medical,Female,Single,No,Research & Development,200,34.0,6877,24,0,Travel_Rarely,Research & Development,2,Manufacturing Director,4,5,4,200,12,4,2,0,0,0,0,Yes,25-34,6001-8000
609,100604,45,2,3,Life Sciences,Female,Single,No,Research & Development,200,11.0,2274,14,0,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,1,3,3,1,0,0,0,No,45-54,2001-4000
610,100605,42,29,3,Life Sciences,Male,Married,No,Research & Development,200,22.0,4434,13,1,Travel_Rarely,Research & Development,2,Manufacturing Director,2,1,1,200,10,3,2,9,8,7,8,No,35-44,4001-6000
611,100606,38,12,3,Life Sciences,Male,Divorced,No,Research & Development,200,31.0,6288,15,1,Travel_Frequently,Research & Development,2,Healthcare Representative,1,2,3,200,13,3,2,4,3,1,2,No,35-44,6001-8000
612,100607,34,16,4,Life Sciences,Female,Single,No,Research & Development,200,13.0,2553,16,0,Travel_Frequently,Research & Development,1,Research Scientist,4,1,3,200,6,3,3,5,2,1,3,No,25-34,2001-4000
613,100608,49,11,3,Marketing,Female,Married,Yes,Sales,200,38.0,7654,18,2,Travel_Rarely,Sales,3,Sales Executive,4,1,3,200,9,3,4,9,8,7,7,No,45-54,6001-8000
614,100609,55,2,1,Medical,Male,Single,Yes,Sales,200,26.0,5160,16,0,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,12,3,2,9,7,7,3,No,55-60,4001-6000
615,100610,43,14,2,Life Sciences,Male,Married,No,Research & Development,200,86.0,17159,24,1,Travel_Rarely,Research & Development,4,Research Director,1,6,4,200,22,3,3,4,1,1,0,No,35-44,>15000
616,100611,27,5,1,Technical Degree,Male,Divorced,No,Research & Development,200,64.0,12808,16,1,Travel_Rarely,Research & Development,3,Research Director,4,1,3,200,9,3,3,9,8,0,8,Yes,25-34,12001-15000
617,100612,35,7,3,Other,Male,Single,No,Research & Development,200,51.0,10221,21,0,Travel_Rarely,Research & Development,3,Manufacturing Director,3,3,4,200,17,3,4,8,5,1,6,No,35-44,8001-12000
618,100613,28,2,4,Marketing,Female,Married,No,Sales,200,24.0,4779,20,0,Travel_Rarely,Sales,2,Sales Executive,2,1,4,200,8,2,3,8,7,7,5,Yes,25-34,4001-6000
619,100614,34,3,2,Human Resources,Male,Married,No,Human Resources,200,19.0,3737,19,1,Travel_Rarely,Human Resources,1,Human Resources,4,0,3,200,4,1,1,3,2,0,2,No,25-34,2001-4000
620,100615,26,5,2,Medical,Female,Married,Yes,Research & Development,200,12.0,2366,14,1,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,8,2,3,8,7,1,7,Yes,25-34,2001-4000
621,100616,27,3,3,Medical,Male,Married,No,Research & Development,200,9.0,1706,11,3,Non-Travel,Research & Development,1,Research Scientist,4,1,3,200,0,6,2,0,0,0,0,No,25-34,1000-2000
622,100617,51,26,4,Marketing,Female,Married,No,Sales,200,82.0,16307,14,1,Travel_Rarely,Sales,4,Manager,3,2,3,200,29,2,2,20,6,4,17,No,45-54,>15000
623,100618,44,4,3,Medical,Male,Single,No,Research & Development,200,30.0,5933,12,0,Travel_Rarely,Research & Development,2,Healthcare Representative,2,9,1,200,10,2,2,5,2,2,3,No,35-44,4001-6000
624,100619,25,2,1,Medical,Male,Single,No,Research & Development,200,17.0,3424,13,0,Travel_Rarely,Research & Development,1,Research Scientist,1,7,1,200,6,3,2,4,3,0,1,No,25-34,2001-4000
625,100620,33,1,3,Medical,Male,Divorced,No,Sales,200,20.0,4037,22,1,Travel_Rarely,Sales,2,Sales Executive,1,1,4,200,9,5,3,9,8,0,8,No,25-34,4001-6000
626,100621,35,27,1,Medical,Female,Single,No,Research & Development,200,13.0,2559,11,0,Travel_Rarely,Research & Development,1,Research Scientist,1,1,1,200,6,3,2,6,5,1,1,No,35-44,2001-4000
627,100622,36,1,2,Life Sciences,Male,Married,No,Sales,200,31.0,6201,14,1,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,18,1,2,18,14,4,11,Yes,35-44,6001-8000
628,100623,32,13,4,Life Sciences,Male,Divorced,No,Sales,200,22.0,4403,11,1,Travel_Rarely,Sales,2,Sales Executive,4,2,3,200,8,3,2,5,2,0,3,No,25-34,4001-6000
629,100624,30,5,4,Life Sciences,Male,Divorced,No,Research & Development,200,19.0,3761,12,1,Travel_Frequently,Research & Development,1,Research Scientist,4,9,3,200,10,3,2,5,4,0,3,No,25-34,2001-4000
630,100625,53,7,2,Marketing,Female,Married,No,Sales,200,55.0,10934,18,1,Travel_Rarely,Sales,3,Sales Executive,4,7,3,200,35,3,3,5,2,0,4,Yes,45-54,8001-12000
631,100626,45,9,3,Marketing,Male,Divorced,No,Sales,200,54.0,10761,12,1,Travel_Rarely,Sales,3,Sales Executive,1,4,3,200,18,2,3,5,4,0,2,Yes,45-54,8001-12000
632,100627,32,8,2,Medical,Female,Married,No,Research & Development,200,26.0,5175,12,1,Travel_Rarely,Research & Development,2,Research Scientist,3,5,3,200,9,3,2,5,3,1,3,No,25-34,4001-6000
633,100628,52,25,4,Medical,Female,Married,No,Research & Development,200,69.0,13826,22,0,Travel_Frequently,Research & Development,4,Manufacturing Director,4,3,4,200,31,3,3,9,8,0,0,No,45-54,12001-15000
634,100629,37,16,4,Marketing,Male,Divorced,No,Sales,200,32.0,6334,19,2,Travel_Rarely,Sales,2,Sales Executive,3,4,3,200,9,2,3,1,0,0,0,No,35-44,6001-8000
635,100630,28,8,2,Medical,Male,Divorced,No,Human Resources,200,25.0,4936,13,1,Travel_Rarely,Human Resources,1,Human Resources,4,1,3,200,6,6,3,5,1,0,4,No,25-34,4001-6000
636,100631,22,1,2,Life Sciences,Male,Married,No,Research & Development,200,24.0,4775,22,2,Travel_Rarely,Research & Development,2,Manufacturing Director,4,6,4,200,4,2,1,2,2,2,2,No,18-24,4001-6000
637,100632,44,8,4,Life Sciences,Male,Married,No,Research & Development,200,14.0,2818,24,1,Travel_Rarely,Research & Development,1,Laboratory Technician,4,2,4,200,10,2,2,3,2,0,2,Yes,35-44,2001-4000
638,100633,42,2,1,Medical,Male,Single,No,Research & Development,200,13.0,2515,14,0,Travel_Frequently,Research & Development,1,Research Scientist,4,5,3,200,8,2,3,2,1,2,2,Yes,35-44,2001-4000
639,100634,36,8,3,Life Sciences,Male,Married,No,Human Resources,200,12.0,2342,21,0,Travel_Rarely,Human Resources,1,Human Resources,1,0,4,200,6,3,3,5,4,0,3,No,35-44,2001-4000
640,100635,25,3,1,Other,Male,Married,No,Sales,200,21.0,4194,18,0,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,5,3,3,5,3,0,3,Yes,25-34,4001-6000
641,100636,35,9,3,Life Sciences,Female,Married,No,Research & Development,200,53.0,10685,20,1,Travel_Rarely,Research & Development,3,Manufacturing Director,3,1,4,200,17,2,3,17,14,5,15,Yes,35-44,8001-12000
642,100637,35,25,4,Life Sciences,Female,Divorced,Yes,Research & Development,200,10.0,2022,19,1,Travel_Frequently,Research & Development,1,Research Scientist,2,1,1,200,10,3,2,10,2,7,8,Yes,35-44,2001-4000
643,100638,32,1,3,Life Sciences,Male,Divorced,No,Research & Development,200,12.0,2314,12,1,Non-Travel,Research & Development,1,Laboratory Technician,4,0,3,200,4,2,3,3,0,0,2,No,25-34,2001-4000
644,100639,25,4,1,Marketing,Male,Married,No,Sales,200,21.0,4256,12,0,Travel_Rarely,Sales,2,Sales Executive,1,1,2,200,5,1,4,5,2,0,3,No,25-34,4001-6000
645,100640,49,1,3,Technical Degree,Female,Married,No,Research & Development,200,18.0,3580,16,1,Travel_Rarely,Research & Development,1,Research Scientist,1,2,3,200,7,2,3,4,2,0,2,No,45-54,2001-4000
646,100641,24,4,1,Life Sciences,Male,Married,No,Research & Development,200,16.0,3162,17,0,Non-Travel,Research & Development,1,Laboratory Technician,4,0,3,200,6,2,2,5,2,3,4,No,18-24,2001-4000
